Id,Label,indegree,outdegree,Degree,closnesscentrality,betweenesscentrality,Authority,Hub,eigencentrality
0,7B14220F,0,1,1,1,0,0,0,0
1,5FB82331,0,1,1,1,0,0,0,0
2,7D772226,1,1,2,1,1,0,0,0.016189
3,0D4F886D,0,1,1,1,0,0,0,0
4,786B7539,0,1,1,1,0,0,0,0
5,77306F5E,2,0,2,0,0,0,0,0.032378
6,25CD3541,0,1,1,1,0,0,0,0
7,094E53E3,4,0,4,0,0,0,0,0.372856
8,7941FEA1,0,1,1,0.666667,0,0,0,0
9,78EC3452,0,1,1,1,0,0,0.178401,0
10,76C2F173,0,1,1,0.666667,0,0,0,0
11,758DE031,1,3,4,0.8,4,0,0.111098,0.016189
12,7561F0A4,2,0,2,0,0,0.002985,0,0.080097
13,7DDD360E,0,1,1,1,0,0,0,0
14,5CCD318C,0,1,1,1,0,0,0,0
15,7EAD7871,0,1,1,1,0,0,0,0
16,7FF47670,1,0,1,0,0,0,0,0.016189
17,7D957BD5,0,2,2,1,0,0,0.267696,0
18,0551117A,0,1,1,1,0,0,0,0
19,8032532A,1,0,1,0,0,0,0,0.016189
20,7EF2F895,0,1,1,1,0,0,0,0
21,811C63A1,1,0,1,0,0,0,0,0.016189
22,77A83F3B,1,0,1,0,0,0,0,0.063907
23,7607BF07,1,0,1,0,0,0,0,0.016189
24,79DEF350,0,1,1,1,0,0,0,0
25,7C20446B,0,1,1,1,0,0,0,0
26,7EEA439C,0,1,1,1,0,0,0,0
27,7860944C,1,0,1,0,0,0,0,0.016189
28,3179AE86,0,1,1,1,0,0,0.031402,0
29,7AFCD1B8,0,2,2,1,0,0,0,0
30,7F788847,0,1,1,1,0,0,0,0
31,5D8ADC63,1,0,1,0,0,0,0,0.016189
32,7E450CE8,0,1,1,1,0,0,0,0
33,7714C7A3,0,1,1,0.666667,0,0,0,0
34,79ACBFA2,0,3,3,0.625,0,0,0,0
35,64BFE70D,1,0,1,0,0,0,0,0.016189
36,7B04DB91,0,1,1,0.6,0,0,0,0
37,7CCF7DA7,1,1,2,1,1,0,0,0.016189
38,7E32613C,1,1,2,0.666667,2,0,0,0.016189
39,5AB59CF5,1,0,1,0,0,0,0,0.016189
40,5D947068,0,1,1,1,0,0,0,0
41,75A6B23A,0,1,1,1,0,0,0,0
42,794789AF,1,0,1,0,0,0,0,0.063907
43,81758A31,0,3,3,1,0,0,0.279423,0
44,7CB40FBE,2,0,2,0,0,0.028706,0,0.127815
45,7CF765EE,0,2,2,0.666667,0,0,0,0
46,0E4458A2,0,3,3,0.8,0,0,0,0
47,77E23CE2,0,2,2,1,0,0,0,0
48,82B1662B,0,1,1,1,0,0,0,0
49,760A2837,0,1,1,1,0,0,0,0
50,77702103,0,1,1,1,0,0,0,0
51,7DB053BA,0,1,1,1,0,0,0.178401,0
52,7E6F7DCA,1,0,1,0,0,0,0,0.016189
53,7DCA8937,1,1,2,1,2,0,0,0.063907
54,75D86A30,2,0,2,0,0,0,0,0.032378
55,7F772DAC,0,3,3,0.8,0,0,0,0
56,7F62569F,0,2,2,1,0,0,0,0
57,7BA65167,1,0,1,0,0,0,0,0.016189
58,8080D3F7,1,1,2,1,2,0,0.009671,0.063907
59,7782DAA2,0,1,1,1,0,0,0,0
60,79A0CE74,3,1,4,1,3,0,0,0.096286
61,7FDF2893,1,0,1,0,0,0,0,0.016189
62,7AE8525B,1,1,2,1,1,0,0.008173,0.016189
63,7711C516,1,0,1,0,0,0,0,0.016189
64,76A49B47,1,0,1,0,0,0,0,0.016189
65,6EFDAD8A,0,2,2,1,0,0,0,0
66,7544E05C,0,3,3,1,0,0,0.279423,0
67,75725531,3,0,3,0,0,0.06515,0,0.165793
68,5EF4792E,0,1,1,0.666667,0,0,0,0
69,76F0F7C4,6,0,6,0,0,0.153284,0,0.192572
70,5CB0AA37,1,0,1,0,0,0,0,0.016189
71,7826FBAA,1,1,2,1,2,0,0,0.063907
72,816A3CC5,1,0,1,0,0,0,0,0.016189
73,7AEAAFB7,0,1,1,1,0,0,0.009671,0
74,779EFAB5,0,1,1,1,0,0,0,0
75,7FDB1096,2,0,2,0,0,0,0,0.032378
76,7C2354A7,0,1,1,1,0,0,0,0
77,7B78FFB6,0,1,1,1,0,0,0,0
78,7E7DD506,10,0,10,0,0,0.435878,0,0.422272
79,7BB10BF9,0,2,2,0.75,0,0,0,0
80,7F47833A,1,1,2,1,1,0,0,0.016189
81,806479A7,1,0,1,0,0,0,0,0.016189
82,81008BE2,0,1,1,0.666667,0,0,0,0
83,7756A399,0,1,1,1,0,0,0,0
84,7E4558BF,0,2,2,0.75,0,0,0,0
85,80CA851A,0,1,1,1,0,0,0,0
86,8023A248,0,3,3,1,0,0,0,0
87,7FCD9B56,1,0,1,0,0,0.000399,0,0.016189
88,579FE0CE,1,0,1,0,0,0,0,0.016189
89,8027F32C,11,0,11,0,0,0,0,1
90,81267442,5,0,5,0,0,0,0,0.198172
91,76CE53F2,2,0,2,0,0,0,0,0.032378
92,7BE17D71,1,0,1,0,0,0,0,0.016189
93,75E540C6,0,1,1,1,0,0,0,0
94,79E9E1EA,1,0,1,0,0,0,0,0.016189
95,7F69DDA0,0,1,1,1,0,0,0,0
96,610AB96C,3,0,3,0,0,0,0,0.191722
97,7D78C23E,0,1,1,0.5,0,0,0,0
98,045204ED,1,2,3,0.666667,4,0,0,0.016189
99,7F773D86,0,4,4,0.75,0,0,0.042541,0
100,799BF0B1,0,1,1,1,0,0,0,0
101,7B65C3CC,0,3,3,1,0,0,0.201419,0
102,6F946843,3,0,3,0,0,0,0,0.26123
103,7E938AFA,0,1,1,1,0,0,0,0
104,7FB7F566,1,0,1,0,0,0,0,0.016189
105,715BC862,1,0,1,0,0,0,0,0.016189
106,770F84E6,1,0,1,0,0,0,0,0.063907
107,763BB383,0,1,1,1,0,0,0,0
108,76FB2154,0,1,1,1,0,0,0,0
109,7E2F6A25,1,2,3,1,0,0,0,0.016189
110,7BBA5C3C,1,0,1,0,0,0,0,0.016189
111,785C198E,0,2,2,1,0,0,0,0
112,78021300,1,1,2,1,1,0,0,0.016189
113,78B19126,1,1,2,1,1,0,0,0.016189
114,7ABA49A3,1,0,1,0,0,0,0,0.016189
115,64DE457D,1,0,1,0,0,0,0,0.111626
116,7D09AAA0,3,0,3,0,0,0,0,0.096286
117,7E1455B8,1,0,1,0,0,0,0,0.016189
118,7B32BE83,0,1,1,1,0,0,0,0
119,7F66BB34,0,1,1,1,0,0,0,0
120,728BD015,0,1,1,1,0,0,0,0
121,7BC31173,0,1,1,1,0,0,0,0
122,781BE5DD,1,0,1,0,0,0,0,0.063907
123,7BCD681B,1,0,1,0,0,0,0,0.016189
124,0636A59D,1,0,1,0,0,0,0,0.016189
125,7BEB9F2C,0,1,1,1,0,0,0,0
126,7FBA182B,0,1,1,0.5,0,0,0,0
127,77C5A119,0,1,1,0.666667,0,0,0,0
128,79CE11E7,3,0,3,0,0,0,0,0.514669
129,798FBAD6,0,2,2,1,0,0,0.006138,0
130,6DD7746F,0,1,1,0.555556,0,0,0,0
131,766CB629,1,0,1,0,0,0,0,0.133415
132,78C5C4C7,0,1,1,0.666667,0,0,0,0
133,7A0DF993,0,1,1,1,0,0,0.089295,0
134,78640FF3,0,1,1,1,0,0,0,0
135,7535F8A4,1,0,1,0,0,0.057243,0,0.016189
136,79BF2E12,1,0,1,0,0,0,0,0.016189
137,7F535783,1,0,1,0,0,0,0,0.016189
138,77C890FF,0,1,1,1,0,0,0,0
139,7546A56B,1,0,1,0,0,0.057243,0,0.016189
140,5E2542D0,1,0,1,0,0,0,0,0.016189
141,76B6D29B,2,0,2,0,0,0,0,0.032378
142,8116D7CC,1,0,1,0,0,0,0,0.016189
143,7C2A9F07,0,1,1,1,0,0,0,0
144,7B283565,0,4,4,1,0,0,0,0
145,7EEE586C,0,3,3,1,0,0,0.299098,0
146,8135381E,0,1,1,1,0,0,0,0
147,7C6FA13F,1,0,1,0,0,0,0,0.016189
148,7AC6E691,0,1,1,1,0,0,0,0
149,7B18DED3,1,0,1,0,0,0,0,0.016189
150,76ACEB17,1,0,1,0,0,0,0,0.016189
151,7175BF8C,1,0,1,0,0,0,0,0.016189
152,762BEE23,0,2,2,1,0,0,0,0
153,7570D784,0,1,1,1,0,0,0,0
154,7E9C1EDA,0,1,1,1,0,0,0,0
155,7F2BBF1F,0,2,2,1,0,0,0.209803,0
156,77E75455,0,1,1,1,0,0,0,0
157,7D2A4447,0,1,1,1,0,0,0,0
158,7ADC3AC0,1,0,1,0,0,0,0,0.016189
159,7F4F7E64,1,1,2,1,1,0,0,0.016189
160,7EB3958A,0,1,1,1,0,0,0.031402,0
161,7ABE5A32,2,0,2,0,0,0,0,0.080097
162,5BDB7537,1,0,1,0,0,0,0,0.016189
163,7FB0339A,1,0,1,0,0,0,0,0.016189
164,77948925,1,0,1,0,0,0,0,0.016189
165,7DD3B9CB,0,2,2,0.666667,0,0,0,0
166,78CC7EC1,4,2,6,1,6.5,0,0,0.277419
167,21BD34EC,0,1,1,1,0,0,0,0
168,81407592,1,1,2,1,0,0,0,0.016189
169,81714999,2,0,2,0,0,0,0,0.080097
170,716C4F8D,1,1,2,1,1,0,0.000611,0.016189
171,771C7C01,1,0,1,0,0,0,0,0.016189
172,7B2EA07E,1,0,1,0,0,0,0,0.016189
173,76D5127F,0,1,1,0.666667,0,0,0,0
174,71D6EBED,0,3,3,0.714286,0,0,0,0
175,7DB4CD3A,3,1,4,1,3,0,0,0.048568
176,78AD4540,0,2,2,0.75,0,0,0,0
177,77172A89,2,0,2,0,0,0,0,0.032378
178,7CC2FB6F,2,0,2,0,0,0,0,0.032378
179,76455582,1,0,1,0,0,0,0,0.016189
