Id,Label,indegree,outdegree,Degree,closnesscentrality,betweenesscentrality,Authority,Hub,eigencentrality
0,7C5BA07C,0,2,2,0.45,0,0,0.00001,0
1,5F883AA6,0,2,2,0.282051,0,0,0.010585,0
2,7AEA2D2C,1,4,5,0.384615,0,0,0,0.001662
3,7F39F1C9,6,0,6,0,0,0.000009,0,0.011961
4,58369793,1,0,1,0,0,0,0,0.001662
5,5DFB4964,2,0,2,0,0,0.004152,0,0.008418
6,7D7DADD4,0,2,2,0.30625,0,0,0.000005,0
7,7C7BB93A,0,5,5,0.571429,0,0,0.011126,0
8,7D48D4AA,0,2,2,0.75,0,0,0.000407,0
9,804D7B9A,0,2,2,1,0,0,0.008528,0
10,7C54BAC9,1,1,2,0.666667,0,0,0,0.001662
11,07707A21,0,1,1,1,0,0,0,0
12,7A2C3182,0,2,2,1,0,0,0,0
13,777E3755,0,1,1,0.666667,0,0,0,0
14,7DDD5360,0,1,1,0.555556,0,0,0.001188,0
15,7DD57588,1,1,2,1,1,0.000112,0.000015,0.001662
16,7972993D,3,0,3,0,0,0.007334,0,0.025722
17,7B502E42,1,1,2,1,0,0,0,0.001662
18,7BFF8A81,0,1,1,0.179775,0,0,0.000184,0
19,7ED8E424,6,8,14,0.408451,85.666667,0.005769,0.019663,0.009973
20,80C5B5EF,0,2,2,0.352941,0,0,0,0
21,789B6214,0,1,1,1,0,0,0.010415,0
22,802AC983,5,2,7,0.213904,161,0.000004,0.034356,0.008691
23,7F0D94AD,1,0,1,0,0,0,0,0.001662
24,7FCD9033,0,2,2,0.365385,0,0,0.002541,0
25,5D0AFDE2,5,0,5,0,0,0.000024,0,0.012002
26,7E8F9696,0,3,3,0.583333,0,0,0.000026,0
27,805E4C7C,5,0,5,0,0,0.00006,0,0.008691
28,815E4954,1,1,2,0.232759,27,0,0.001108,0.001662
29,7EFD7A89,1,0,1,0,0,0.000837,0,0.001662
30,77ABB4F5,0,1,1,1,0,0,0.034271,0
31,7A0FFE7A,15,0,15,0,0,0.043524,0,0.050299
32,5FCC637D,1,0,1,0,0,0,0,0.001662
33,7BCF7A6A,0,4,4,0.361111,0,0,0.000005,0
34,586BFBE7,1,0,1,0,0,0.000394,0,0.008809
35,78CF3464,0,3,3,0.216216,0,0,0.034544,0
36,8094CF37,2,0,2,0,0,0.000052,0,0.003324
37,76FC7273,0,1,1,0.555556,0,0,0.000437,0
38,78632944,6,0,6,0,0,0.017042,0,0.015456
39,802DDD2D,0,1,1,0.461538,0,0,0.000031,0
40,7A9B8497,0,2,2,0.257261,0,0,0,0
41,5C7F5A7F,0,3,3,0.666667,0,0,0.000667,0
42,0499427A,1,0,1,0,0,0,0,0.001662
43,7FB6F9E3,0,10,10,0.708333,0,0,0.004316,0
44,7845CF6E,1,6,7,0.65,8.5,0.002592,0.004267,0.001662
45,7E6ED18A,1,11,12,0.339858,161.733333,0.000112,0.007805,0.001662
46,5A0DB49D,1,0,1,0,0,0,0,0.003513
47,80B4DB9F,0,2,2,0.231405,0,0,0.000181,0
48,78C6CE3E,0,2,2,1,0,0,0.00006,0
49,5937B17A,2,12,14,0.42246,58.763672,0.005819,0.027354,0.005312
50,7551B049,1,1,2,1,0,0.000096,0.000007,0.001662
51,7E13E6B9,0,15,15,0.29753,0,0,0.007688,0
52,8073FCE3,0,3,3,1,0,0,0.001887,0
53,7F471990,0,2,2,0.205479,0,0,0.000108,0
54,780197D3,0,1,1,1,0,0,0.00617,0
55,7FFEFDDC,0,1,1,1,0,0,0.034271,0
56,79D17DA8,1,3,4,0.714286,4,0.000044,0.000896,0.001662
57,7808874A,11,0,11,0,0,0.038392,0,0.044209
58,7C216830,0,3,3,1,0,0,0,0
59,7E26B593,0,2,2,1,0,0,0.000002,0
60,79CE9C33,1,0,1,0,0,0.000005,0,0.001662
61,7E405D9C,1,0,1,0,0,0.001782,0,0.001662
62,81643915,0,2,2,0.35,0,0,0.000103,0
63,80CCC0C7,1,0,1,0,0,0.002077,0,0.010582
64,7EEC7D4F,0,9,9,0.271028,0,0,0.046813,0
65,8071F6FF,3,8,11,0.428571,34.35,0.000373,0.02595,0.005367
66,805ADF22,0,1,1,0.278351,0,0,0.000157,0
67,81280E56,1,0,1,0,0,0.000009,0,0.001662
68,7D09D2DF,3,1,4,1,3,0.00033,0.001224,0.005367
69,7A7DACD0,0,2,2,0.75,0,0,0.000016,0
70,761CCC7F,0,3,3,0.27957,0,0,0,0
71,7B153B38,7,0,7,0,0,0.019397,0,0.017922
72,7D7BD65B,0,1,1,0.6,0,0,0.000793,0
73,78165E1E,0,1,1,0.2,0,0,0.000003,0
74,77592CD6,0,3,3,1,0,0,0,0
75,78FFE60B,1,4,5,0.369231,18.633333,0.000001,0.000003,0.001662
76,800B30FE,0,1,1,0.28,0,0,0.000102,0
77,813A8314,1,1,2,0.351351,0,0.000823,0.000096,0.001662
78,7D071F87,0,2,2,1,0,0,0.017366,0
79,8090C353,2,0,2,0,0,0.010584,0,0.003794
80,7828F0FA,0,4,4,0.3076,0,0,0.000143,0
81,8102CD89,1,1,2,0.416667,9.833333,0.001772,0.001434,0.001662
82,7851FEB4,5,3,8,0.5,30,0.000019,0.000014,0.008311
83,7D250080,0,1,1,0.666667,0,0,0,0
84,8089AAC5,1,0,1,0,0,0.003484,0,0.006918
85,7E0DA1D2,1,4,5,0.268025,121.2,0.000279,0.016339,0.001662
86,7E46C15F,0,7,7,0.358333,0,0,0.039178,0
87,80CB08BD,0,2,2,0.75,0,0,0.034355,0
88,7D16572F,15,2,17,1,209.833333,0.000631,0.000213,0.055967
89,7F0D3EB7,0,3,3,1,0,0,0.034447,0
90,813B2CF6,0,1,1,1,0,0,0.000085,0
91,8112BD3C,0,2,2,1,0,0,0.034687,0
92,7E7C6DAD,2,0,2,0,0,0.00016,0,0.003705
93,814E4725,1,0,1,0,0,0.002575,0,0.001662
94,802F3310,24,2,26,1,562.15,0.06297,0.006896,0.115903
95,7DF129D5,0,1,1,0.368421,0,0,0.000268,0
96,7F8DEA90,0,2,2,0.36,0,0,0.000185,0
97,7D5085FA,2,1,3,1,1,0,0,0.003324
98,7B79FA7F,0,2,2,0.259504,0,0,0.002263,0
99,76BDEF41,1,2,3,0.234783,0.5,0.000063,0.011522,0.001662
100,7F35B83F,0,4,4,0.387597,0,0,0.019424,0
101,8171939C,1,0,1,0,0,0.000001,0,0.001662
102,7E8B6A3D,0,3,3,0.8,0,0,0.032181,0
103,7E0FE9C8,1,0,1,0,0,0.000014,0,0.001662
104,7B843F03,1,3,4,0.8,7,0.000922,0.036567,0.002042
105,7DB966DF,3,0,3,0,0,0.005582,0,0.011326
106,7E5C6937,2,6,8,0.312253,43.566667,0.000267,0.0022,0.004598
107,7CEF7D98,0,1,1,0.666667,0,0,0.015332,0
108,7CF808BB,0,1,1,0.666667,0,0,0.000006,0
109,7F68D68F,0,5,5,0.311475,0,0,0.001104,0
110,7E9FE0E2,1,0,1,0,0,0,0,0.001662
111,7FCD7ACB,1,1,2,0.411765,0,0.000027,0.000543,0.001662
112,7DAF317B,0,2,2,0.666667,0,0,0.000795,0
113,7E66909E,0,2,2,0.296703,0,0,0.005499,0
114,75649C87,0,1,1,1,0,0,0,0
115,6B09FE50,1,0,1,0,0,0,0,0.001662
116,7DB20272,1,2,3,0.625,3,0,0.00009,0.001662
117,763A508C,2,35,37,0.442455,342.973521,0.000109,0.087238,0.003705
118,810BD91F,0,3,3,0.304762,0,0,0.001338,0
119,5B19485F,0,1,1,0.666667,0,0,0.000192,0
120,7E2C63E0,10,1,11,1,14.333333,0.018675,0.034271,0.041815
121,7F99BCA2,0,1,1,0.368852,0,0,0.00201,0
122,7D06D02B,1,1,2,0.290909,14,0.000839,0.000346,0.001662
123,755C92C8,7,0,7,0,0,0.001809,0,0.012819
124,7B52F6E8,0,3,3,0.266949,0,0,0.00001,0
125,7E7342DB,0,2,2,0.36,0,0,0,0
126,7C3ED937,0,5,5,0.307087,0,0,0.000332,0
127,7E4B378B,0,1,1,1,0,0,0.000415,0
128,7F8334E1,0,2,2,0.461538,0,0,0.000029,0
129,7ED58097,0,1,1,1,0,0,0,0
130,75255165,0,1,1,1,0,0,0.034271,0
131,7FA5266F,0,2,2,1,0,0,0.017366,0
132,8004E2AD,1,6,7,0.394366,4.5,0.000864,0.003469,0.001662
133,7848432C,0,2,2,1,0,0,0.015938,0
