Id,Label,indegree,outdegree,Degree,closnesscentrality,betweenesscentrality,Authority,Hub,eigencentrality
0,7CEB57B0,5,0,5,0,0,0.000853,0,0.009616
1,7E8B0C7C,5,0,5,0,0,0,0,0.014373
2,5D23D411,1,0,1,0,0,0,0,0.001923
3,80973A68,2,1,3,0.416667,2.5,0,0,0.005665
4,5C360F7A,0,2,2,0.19174,0,0,0.00002,0
5,7F120BC5,1,7,8,0.31405,43.466667,0.000888,0.024558,0.00465
6,589F9036,3,0,3,0,0,0,0,0.00577
7,807D9BA7,1,1,2,0.666667,2,0,0.000015,0.001923
8,08A4B3FE,1,2,3,0.229927,63,0,0.000919,0.001923
9,08CD6F07,1,1,2,1,1,0.002073,0.00211,0.001923
10,5863C70D,0,1,1,1,0,0,0,0
11,7F677F83,1,0,1,0,0,0,0,0.001923
12,5E31334F,1,0,1,0,0,0,0,0.001923
13,776163E8,1,1,2,0.666667,2,0,0,0.001923
14,7E5D9C45,0,2,2,1,0,0,0,0
15,59F34989,1,0,1,0,0,0.002048,0,0.003466
16,7B139221,0,1,1,0.666667,0,0,0,0
17,5C74110F,3,5,8,1,19,0.004022,0.049522,0.008708
18,59DC4EE4,0,5,5,0.321918,0,0,0.010198,0
19,79B55E7E,1,0,1,0,0,0.000006,0,0.01584
20,7F04AD6B,1,3,4,0.8,3,0,0,0.001923
21,7576219C,0,1,1,1,0,0,0,0
22,7619029B,4,4,8,0.198198,13.916667,0.00739,0.023545,0.009511
23,7D18EEFD,0,1,1,1,0,0,0,0
24,7E9C01BD,0,2,2,0.75,0,0,0.001027,0
25,7FAC8532,3,1,4,1,8,0,0.000001,0.009131
26,7E7759CC,1,0,1,0,0,0.000002,0,0.002832
27,07654F83,7,1,8,1,4.383333,0.058904,0.005188,0.158434
28,70603ECF,0,1,1,1,0,0,0,0
29,7CB92DC4,6,6,12,0.875,139.625397,0.083835,0.074584,0.198008
30,7EED8F8D,0,1,1,1,0,0,0,0
31,7A577178,0,2,2,0.29927,0,0,0.008007,0
32,5F910588,2,0,2,0,0,0,0,0.003847
33,032982CD,1,0,1,0,0,0.015392,0,0.007911
34,7FA5F4F7,1,1,2,1,1,0,0,0.001923
35,770DB2FB,0,1,1,1,0,0,0,0
36,8074D3C8,1,1,2,1,2,0,0,0.002832
37,09166E14,1,0,1,0,0,0.000129,0,0.001923
38,7D9119AA,4,3,7,0.666667,7.333333,0.000003,0.000035,0.011752
39,5CC003F1,1,1,2,1,0,0.000001,0.000017,0.001923
40,7FB40318,0,1,1,1,0,0,0,0
41,5A80A27C,0,1,1,1,0,0,0.000012,0
42,7F4F7DCB,0,4,4,0.478261,0,0,0.000004,0
43,78880AD7,0,1,1,0.666667,0,0,0,0
44,782B12A9,1,1,2,0.454545,3.5,0.000387,0.000342,0.001923
45,033B186E,4,3,7,0.299771,663.931385,0.000015,0.002316,0.011996
46,8035D781,1,0,1,0,0,0,0,0.001923
47,7DE5A92B,0,1,1,1,0,0,0,0
48,774D0A8E,0,4,4,0.225681,0,0,0,0
49,7A14372B,1,1,2,0.444444,4,0,0,0.001923
50,802916A6,4,1,5,1,33,0.000121,0.000006,0.023136
51,00979892,1,0,1,0,0,0,0,0.001923
52,02BD4E72,1,0,1,0,0,0.000009,0,0.001923
53,7FEFF54D,0,1,1,0.5,0,0,0.003754,0
54,788AB444,0,3,3,0.44186,0,0,0.016572,0
55,71AAC00F,0,4,4,0.315412,0,0,0.002334,0
56,7DE4199E,1,0,1,0,0,0,0,0.001923
57,80BE045C,1,0,1,0,0,0,0,0.001923
58,7A0756B8,0,1,1,1,0,0,0,0
59,59EB71E6,1,0,1,0,0,0,0,0.001923
60,598884FC,0,2,2,0.555556,0,0,0,0
61,80F84BF0,43,3,46,0.666667,512.447901,0.333473,0.038263,0.901507
62,80EA0D63,0,1,1,0.666667,0,0,0,0
63,7C0A6870,1,0,1,0,0,0.000001,0,0.001923
64,7D2E712D,0,2,2,1,0,0,0,0
65,7A772893,0,4,4,0.312849,0,0,0.001516,0
66,80D71CA3,0,3,3,0.289474,0,0,0.010364,0
67,814BE1BC,6,0,6,0,0,0.000017,0,0.031541
68,7C67E42A,3,1,4,1,5,0,0,0.009406
69,5B99149C,2,2,4,1,12,0,0,0.006785
70,5A6966D9,15,0,15,0,0,0.112118,0,0.480043
71,7DE3DED0,0,8,8,0.34981,0,0,0.074954,0
72,018AAC96,2,0,2,0,0,0,0,0.009792
73,7AECD67B,2,0,2,0,0,0,0,0.003847
74,76441129,1,0,1,0,0,0,0,0.001923
75,5B7593AB,0,6,6,0.347826,0,0,0.0598,0
76,7BA9FC50,1,1,2,0.666667,2,0,0,0.001923
77,8024CDF4,0,4,4,0.833333,0,0,0,0
78,7E3E458D,1,0,1,0,0,0,0,0.001923
79,5F07D0DE,5,0,5,0,0,0.02466,0,0.013253
80,7F7937F3,3,0,3,0,0,0.000217,0,0.008689
81,7E2D2A66,0,3,3,0.8,0,0,0,0
82,75230E7E,1,0,1,0,0,0,0,0.001923
83,7FEAF318,2,0,2,0,0,0,0,0.004756
84,7FF54C99,7,2,9,0.3,44.716667,0.053577,0.013718,0.06153
85,813DDD17,9,4,13,0.4,545.246763,0.092786,0.048467,0.219302
86,769CD4E6,1,0,1,0,0,0,0,0.001923
87,5CB88AB9,1,1,2,1,4,0,0,0.00465
88,7DCCD3BC,1,0,1,0,0,0,0,0.001923
89,5F7547BA,1,1,2,1,2,0,0.006224,0.002832
90,5CBA10C1,3,1,4,1,8,0.000001,0,0.00892
91,7F10DA79,4,0,4,0,0,0,0,0.007693
92,7E955778,0,1,1,0.666667,0,0,0.00233,0
93,8019067E,0,2,2,1,0,0,0,0
94,761C4AC2,5,3,8,0.461538,55.366667,0.052324,0.01291,0.027111
95,7B00A455,5,1,6,1,45,0.000186,0.000097,0.036264
96,778152E2,0,3,3,0.433333,0,0,0.025393,0
97,7A6D8AE4,1,0,1,0,0,0.000001,0,0.001923
98,80250374,7,2,9,0.75,360.466667,0.016709,0.00034,0.072352
99,7E581986,2,1,3,1,2,0,0.000001,0.003847
100,688FDEE2,1,0,1,0,0,0.000077,0,0.001923
101,7E00BCCA,0,4,4,0.526316,0,0,0.013933,0
102,7F9898EA,1,1,2,0.396226,21,0,0.000003,0.001923
103,5CF99BFF,0,2,2,0.287037,0,0,0.001547,0
104,7EE7BF3E,0,1,1,1,0,0,0,0
105,78380089,5,6,11,0.5,617.217558,0.028517,0.046948,0.083746
