Id,Label,indegree,outdegree,Degree,closnesscentrality,betweenesscentrality,Authority,Hub,eigencentrality
0,7BAC9A86,0,2,2,0.75,0,0,0.000116,0
1,80CA5F1B,4,0,4,0,0,0.001518,0,0.004598
2,7CFA596C,0,3,3,0.452381,0,0,0.001294,0
3,5BCB8C30,2,1,3,1,2,0.001413,0.000184,0.001942
4,5900F800,0,3,3,0.261538,0,0,0.000016,0
5,7AE5896F,0,1,1,0.263158,0,0,0.000014,0
6,7E0775CE,3,13,16,0.246998,96.395122,0.000609,0.01307,0.002913
7,6CED28F9,1,1,2,0.357895,0,0.002166,0.000109,0.000971
8,7E296183,0,2,2,0.303571,0,0,0.000085,0
9,48156941,1,0,1,0,0,0,0,0.000971
10,7E16289B,0,2,2,0.666667,0,0,0.000002,0
11,7C6E99E7,1,0,1,0,0,0.000102,0,0.00109
12,810B2B4E,0,2,2,0.5,0,0,0.000606,0
13,800E29E2,3,6,9,0.692308,27,0.000002,0.00049,0.002913
14,7D9F7BE5,1,0,1,0,0,0.000001,0,0.000971
15,7A60498C,5,2,7,0.4,59.3,0.002646,0.037997,0.007569
16,012488F5,2,0,2,0,0,0.000049,0,0.002306
17,805AC391,0,4,4,0.338028,0,0,0.00001,0
18,758F2455,0,7,7,0.277824,0,0,0.003877,0
19,7E772D39,5,1,6,1,5,0,0,0.004856
20,7D84024B,1,6,7,0.310843,52.75,0.001567,0.043571,0.000971
21,7FB4A55D,0,3,3,0.265487,0,0,0.000787,0
22,7CB63B06,1,0,1,0,0,0.000003,0,0.000971
23,80417D3D,4,4,8,0.555556,38.5,0.000014,0.000197,0.003885
24,7A460BAF,0,3,3,0.24234,0,0,0.000092,0
25,7B0477EE,0,1,1,0.5,0,0,0,0
26,7DD9D481,0,3,3,0.364407,0,0,0.009148,0
27,792AD67C,5,0,5,0,0,0.000004,0,0.005093
28,60598236,0,2,2,1,0,0,0,0
29,7EAC5D32,0,1,1,0.295238,0,0,0.000479,0
30,7F995092,0,8,8,0.289694,0,0,0.000344,0
31,724F009C,3,0,3,0,0,0.000303,0,0.00402
32,7B9CF84A,1,0,1,0,0,0.000021,0,0.000971
33,6F157620,58,0,58,0,0,0.02223,0,0.10117
34,5ECBE873,3,3,6,0.714286,1.916667,0.000087,0.000331,0.003515
35,5D1A2FAD,0,1,1,1,0,0,0.000012,0
36,7CA55D06,5,1,6,1,23.403571,0.002788,0.00074,0.005979
37,5DB93340,2,14,16,0.283753,190.67619,0.00182,0.007826,0.002061
38,7FCF36E0,0,6,6,0.310811,0,0,0.001745,0
39,7DF76FD1,0,2,2,0.421053,0,0,0.036502,0
40,595A7D21,1,1,2,1,1,0,0,0.000971
41,7F3F0AE2,19,32,51,0.429066,7946.828612,0.002254,0.011416,0.025579
42,7D139314,10,0,10,0,0,0.000251,0,0.013447
43,5D499942,0,1,1,1,0,0,0,0
44,7DA5EF19,4,0,4,0,0,0.000005,0,0.005066
45,0671520F,0,1,1,1,0,0,0.000003,0
46,8066CCD0,1,3,4,0.32,25.333333,0,0.036536,0.000971
47,5E1699DC,6,2,8,0.75,212.289394,0.007331,0.001564,0.018463
48,794AD0FB,0,3,3,0.246696,0,0,0.000007,0
49,7D78F771,2,3,5,1,15,0.002828,0.000959,0.002418
50,5C2EE760,0,1,1,0.3,0,0,0.000055,0
51,80A6EF50,1,3,4,0.25,33,0.000006,0.001367,0.000971
52,7EE9BC01,0,3,3,0.5,0,0,0.00019,0
53,8018EE89,0,1,1,0.6,0,0,0.000175,0
54,7649917D,2,0,2,0,0,0.000008,0,0.001942
55,7636DF34,0,4,4,0.228733,0,0,0.000044,0
56,7D7A2245,0,1,1,0.4,0,0,0.000864,0
57,5B75D879,0,2,2,0.345455,0,0,0.000233,0
58,81596E14,13,12,25,0.385475,3310.042616,0.002479,0.010544,0.019484
59,7E0F22D7,2,1,3,1,2,0.000065,0.000009,0.002418
60,7C278EB1,1,0,1,0,0,0,0,0.000971
