Id,Label,indegree,outdegree,Degree,closnesscentrality,betweenesscentrality,Authority,Hub,eigencentrality
0,7542739E,0,1,1,0.5,0,0,0,0
1,7E98C4F4,29,9,38,0.432624,697.012773,0.09208,0.097195,0.083381
2,7FEE3107,0,4,4,0.343915,0,0,0.042572,0
3,830E32F6,0,1,1,1,0,0,0,0
4,7D15E41C,1,0,1,0,0,0,0,0.001718
5,775C6562,2,0,2,0,0,0,0,0.003437
6,7DB6C2B2,0,1,1,0.666667,0,0,0.001681,0
7,78C5B67C,0,2,2,0.444444,0,0,0.000001,0
8,7D30149A,0,18,18,0.909091,0,0,0,0
9,78F55C9A,1,0,1,0,0,0,0,0.001718
10,7D81BFE5,0,1,1,0.4,0,0,0,0
11,7A79FADD,1,0,1,0,0,0.000007,0,0.001718
12,815B7D8E,1,1,2,1,1,0,0,0.001718
13,7E333E7A,0,2,2,0.277108,0,0,0.000093,0
14,80D7C0B1,0,1,1,1,0,0,0,0
15,8038093C,1,2,3,1,18,0,0.000001,0.004
16,7DF8ACE5,0,4,4,0.25,0,0,0.000108,0
17,76E86774,1,0,1,0,0,0.000004,0,0.001718
18,7EDE02AA,1,2,3,0.75,2,0,0,0.001718
19,5990E0FC,3,0,3,0,0,0.000011,0,0.005651
20,80E2FD34,1,3,4,1,5,0,0.000235,0.003916
21,7E94ED69,0,2,2,0.666667,0,0,0,0
22,7D82B122,6,1,7,1,13,0.000145,0.000003,0.022586
23,8064E1F4,0,2,2,0.666667,0,0,0,0
24,7E937995,1,0,1,0,0,0.002618,0,0.002214
25,6F5E8CD4,2,0,2,0,0,0.00017,0,0.004004
26,8098AA4C,0,1,1,0.477273,0,0,0.030107,0
27,7B949A51,6,0,6,0,0,0.002689,0,0.018754
28,7F7FF5F0,0,1,1,0.477273,0,0,0.030107,0
29,7FA11DDB,0,1,1,1,0,0,0.000281,0
30,7E557D67,3,0,3,0,0,0.000469,0,0.005722
31,13BEFB70,0,1,1,0.6,0,0,0,0
32,809C96C3,1,0,1,0,0,0,0,0.001718
33,7E9A1D01,0,3,3,0.263158,0,0,0.000125,0
34,7F3E1C20,0,1,1,0.5,0,0,0.000001,0
35,7EE0FC63,1,0,1,0,0,0,0,0.002214
36,7CDB0E9F,0,7,7,1,0,0,0,0
37,814D1B27,0,1,1,1,0,0,0,0
38,808E9759,0,2,2,0.5,0,0,0.000001,0
39,7E1A3B92,0,1,1,1,0,0,0,0
40,7E080261,0,1,1,0.666667,0,0,0.001681,0
41,7E65A0F5,4,1,5,0.666667,5.333333,0.000192,0.001681,0.012712
42,783063D4,0,2,2,1,0,0,0,0
43,7F71CCF5,0,1,1,1,0,0,0,0
