Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
1868,7527D77F,,0,1,1,0,1,1,2,0.666667,0.75,0,0
1869,805ED9C0,,7,2,9,7,2,9,3,0.46875,0.522222,838.409524,0.087391
1870,805520A4,,2,3,5,2,3,5,4,0.404762,0.495098,34.972222,0.028633
1871,7B199F5F,,0,3,3,0,3,3,5,0.29078,0.346341,0,0
1872,752D7754,,0,2,2,0,2,2,2,0.625,0.7,0,0
1873,7D9A6CA2,,6,0,6,6,0,6,0,0,0,0,0.035004
1874,80964124,,0,2,2,0,2,2,2,0.75,0.833333,0,0
1875,7DC48CD2,,0,2,2,0,2,2,7,0.202186,0.249614,0,0
1876,5B81FA6B,,0,2,2,0,2,2,1,1,1,0,0
1877,7E97778E,,0,3,3,0,3,3,4,0.405941,0.45122,0,0
1878,7F2A7C6D,,1,0,1,1,0,1,0,0,0,0,0.002777
1879,7E4FFD89,,0,2,2,0,2,2,2,0.666667,0.75,0,0
1880,7EB575CD,,0,1,1,0,1,1,1,1,1,0,0
1881,7A9FCC94,,0,1,1,0,1,1,2,0.6,0.666667,0,0
1882,7E21199A,,0,1,1,0,1,1,4,0.413793,0.472222,0,0
1883,806B6586,,2,0,2,2,0,2,0,0,0,0,0.008051
1884,7D368C19,,4,9,13,4,9,13,6,0.322493,0.391877,122.189602,0.017986
1885,81398230,,0,4,4,0,4,4,6,0.316195,0.365854,0,0
1886,78C15E9C,,0,1,1,0,1,1,1,1,1,0,0
1887,7DB7213B,,0,3,3,0,3,3,2,0.615385,0.6875,0,0
1888,6CFDB8AC,,0,1,1,0,1,1,5,0.347826,0.395139,0,0
1889,7F4571F9,,0,1,1,0,1,1,6,0.270833,0.311538,0,0
1890,7C28C915,,0,1,1,0,1,1,8,0.211382,0.247711,0,0
1891,5D670F3A,,1,0,1,1,0,1,0,0,0,0,0.002777
1892,02B6B56F,,0,2,2,0,2,2,1,1,1,0,0
1893,7F0803BC,,1,3,4,1,3,4,8,0.229437,0.301842,4.5,0.002777
1894,7DEEACDD,,4,0,4,4,0,4,0,0,0,0,0.013882
1895,80A5D0CB,,0,1,1,0,1,1,1,1,1,0,0
1896,7B7BC5E8,,1,2,3,1,2,3,7,0.236994,0.285424,104,0.005274
1897,7C5B9552,,1,1,2,1,1,2,1,1,1,0.833333,0.005274
1898,7A8744A1,,1,3,4,1,3,4,4,0.428571,0.5,21,0.002777
1899,7FC430E5,,3,1,4,3,1,4,4,0.375,0.472222,0,0.016694
1900,5CFC6E70,,2,0,2,2,0,2,0,0,0,0,0.006802
1901,7ADAFA6D,,0,2,2,0,2,2,1,1,1,0,0
1902,5B845BB7,,3,3,6,3,3,6,4,0.444444,0.604167,308.433333,0.068756
1903,5858990C,,0,1,1,0,1,1,1,1,1,0,0
1904,7BFCE3E4,,2,2,4,2,2,4,2,0.75,0.833333,0.833333,0.005554
1905,5F7D4F40,,1,0,1,1,0,1,0,0,0,0,0.002777
1906,77E1CF88,,0,1,1,0,1,1,1,1,1,0,0
1907,5BD23A58,,0,3,3,0,3,3,4,0.451613,0.547619,0,0
1908,7E22D043,,3,2,5,3,2,5,1,1,1,31.25,0.026395
1909,8076BADB,,1,1,2,1,1,2,1,1,1,1,0.002777
1910,7F507066,,0,2,2,0,2,2,1,1,1,0,0
1911,7DE0DCAC,,0,4,4,0,4,4,4,0.478261,0.621212,0,0
1912,5970D94F,,0,3,3,0,3,3,3,0.545455,0.694444,0,0
1913,077669F7,,1,0,1,1,0,1,0,0,0,0,0.002777
1914,7C72439C,,0,1,1,0,1,1,1,1,1,0,0
1915,7F90BCEF,,0,1,1,0,1,1,1,1,1,0,0
1916,78EE7869,,0,5,5,0,5,5,5,0.388889,0.511111,0,0
1917,5BBF5272,,1,2,3,1,2,3,5,0.340426,0.420833,0,0.002777
1918,7D190FAF,,1,0,1,1,0,1,0,0,0,0,0.002777
1919,7C5BF056,,1,6,7,1,6,7,7,0.256048,0.302512,11.033333,0.002777
1920,7EF2C723,,3,0,3,3,0,3,0,0,0,0,0.012353
1921,7A85FB52,,1,0,1,1,0,1,0,0,0,0,0.004303
1922,089C7718,,0,1,1,0,1,1,1,1,1,0,0
1923,71A73458,,2,3,5,2,3,5,2,0.636364,0.714286,11,0.005554
1924,76903C78,,0,1,1,0,1,1,1,1,1,0,0
1925,731E8D6F,,0,3,3,0,3,3,2,0.714286,0.8,0,0
1926,7FE6652A,,0,2,2,0,2,2,5,0.352941,0.415972,0,0
1927,6F3A6702,,0,3,3,0,3,3,2,0.714286,0.8,0,0
1928,77349888,,0,2,2,0,2,2,1,1,1,0,0
1929,80438BF9,,0,4,4,0,4,4,6,0.287879,0.415789,0,0
1930,76E03002,,7,0,7,7,0,7,0,0,0,0,0.023184
1931,808064E9,,0,3,3,0,3,3,4,0.444444,0.59375,0,0
1932,789DA9B3,,0,1,1,0,1,1,1,1,1,0,0
1933,754A9D5C,,0,1,1,0,1,1,1,1,1,0,0
1934,0063708E,,0,1,1,0,1,1,7,0.252874,0.303084,0,0
1935,7C62EB20,,1,0,1,1,0,1,0,0,0,0,0.002777
1936,804726BC,,0,1,1,0,1,1,5,0.257576,0.307843,0,0
1937,7FBCB0A7,,0,3,3,0,3,3,5,0.421053,0.517708,0,0
1938,7C598625,,1,0,1,1,0,1,0,0,0,0,0.004025
1939,5856E6C1,,2,3,5,2,3,5,1,1,1,430.95,0.090728
1940,80D4C990,,0,1,1,0,1,1,1,1,1,0,0
1941,76494098,,1,7,8,1,7,8,2,0.733333,0.818182,6,0.002777
1942,7EBA44BD,,2,3,5,2,3,5,2,0.8,0.875,3,0.006802
1943,8014CD67,,0,5,5,0,5,5,2,0.647059,0.727273,0,0
1944,047143CC,,0,1,1,0,1,1,1,1,1,0,0
1945,7602AEBC,,0,1,1,0,1,1,1,1,1,0,0
1946,7680C18C,,0,1,1,0,1,1,2,0.6,0.666667,0,0
1947,8104310C,,0,1,1,0,1,1,2,0.666667,0.75,0,0
1948,80339C06,,0,1,1,0,1,1,2,0.666667,0.75,0,0
1949,803EA8B7,,5,6,11,5,6,11,6,0.312057,0.405303,330.328571,0.034562
1950,7F4ADCD4,,0,1,1,0,1,1,4,0.428571,0.513889,0,0
1951,7826D9FC,,0,1,1,0,1,1,1,1,1,0,0
1952,5839ADD8,,3,1,4,3,1,4,1,1,1,65,0.043115
1953,61F922B1,,0,8,8,0,8,8,8,0.233766,0.313823,0,0
1954,81577373,,3,1,4,3,1,4,3,0.5,0.566667,0,0.009579
1955,7BE2C9FF,,1,0,1,1,0,1,0,0,0,0,0.002777
1956,6EF47FC9,,2,0,2,2,0,2,0,0,0,0,0.008051
1957,7C439965,,0,1,1,0,1,1,7,0.205128,0.237976,0,0
1958,7FDD99F8,,0,1,1,0,1,1,1,1,1,0,0
1959,58C0887E,,4,1,5,4,1,5,1,1,1,5,0.012356
1960,816C11A2,,7,1,8,7,1,8,1,1,1,8,0.020687
1961,5875D8B2,,1,5,6,1,5,6,4,0.485714,0.593137,7.75,0.002777
1962,7E5E735B,,0,1,1,0,1,1,7,0.23622,0.257044,0,0
1963,801EEBA2,,4,0,4,4,0,4,0,0,0,0,0.013604
1964,7B558736,,1,5,6,1,5,6,6,0.315927,0.371488,2.616667,0.002777
1965,7BF6006B,,0,3,3,0,3,3,2,0.666667,0.75,0,0
1966,7E4DC06B,,1,0,1,1,0,1,0,0,0,0,0.002777
1967,7D557709,,0,1,1,0,1,1,3,0.5,0.583333,0,0
1968,58A7E104,,1,0,1,1,0,1,0,0,0,0,0.034732
1969,7B6BC907,,0,1,1,0,1,1,1,1,1,0,0
1970,800DE994,,0,6,6,0,6,6,5,0.360759,0.433041,0,0
1971,7DA914F0,,0,10,10,0,10,10,5,0.311419,0.380741,0,0
1972,7DB035A3,,2,1,3,2,1,3,1,1,1,0,0.005554
1973,7F8777BF,,14,2,16,14,2,16,2,0.666667,0.75,25.416667,0.082881
1974,7DC56794,,2,0,2,2,0,2,0,0,0,0,0.006802
1975,7FDD1AAD,,0,1,1,0,1,1,6,0.261905,0.336364,0,0
1976,7FA11255,,0,5,5,0,5,5,5,0.358108,0.417296,0,0
1977,752AB5A6,,3,0,3,3,0,3,0,0,0,0,0.01919
1978,7C443B6D,,0,3,3,0,3,3,4,0.390244,0.484375,0,0
1979,7F3FBCD9,,5,4,9,5,4,9,4,0.46875,0.577778,69,0.016381
1980,7DFBD6E9,,9,0,9,9,0,9,0,0,0,0,0.024993
1981,764D8D9F,,0,1,1,0,1,1,2,0.666667,0.75,0,0
1982,8171B245,,4,3,7,4,3,7,1,1,1,18.5,0.016379
1983,7DC391AD,,0,1,1,0,1,1,1,1,1,0,0
1984,7FB46E33,,0,1,1,0,1,1,1,1,1,0,0
1985,80431EBA,,0,1,1,0,1,1,4,0.413793,0.472222,0,0
1986,7FA5AA44,,0,1,1,0,1,1,2,0.571429,0.625,0,0
1987,779545E4,,0,1,1,0,1,1,1,1,1,0,0
1988,7B6C5A58,,1,0,1,1,0,1,0,0,0,0,0.004025
1989,76032BC4,,0,1,1,0,1,1,2,0.571429,0.625,0,0
1990,7CF8C7E3,,1,0,1,1,0,1,0,0,0,0,0.002777
1991,766DF9F3,,0,2,2,0,2,2,7,0.246679,0.277399,0,0
1992,6886B4DC,,3,0,3,3,0,3,0,0,0,0,0.010828
1993,7A7B550D,,3,1,4,3,1,4,2,0.666667,0.75,6,0.009579
1994,7F7B2A22,,0,1,1,0,1,1,1,1,1,0,0
1995,79202E17,,1,0,1,1,0,1,0,0,0,0,0.002777
1996,5A60E540,,0,1,1,0,1,1,1,1,1,0,0
1997,803B98BB,,2,4,6,2,4,6,4,0.52381,0.643939,33.410256,0.008423
1998,7B9DECB4,,19,3,22,19,3,22,2,0.666667,0.75,105.916667,0.070141
1999,79E6B474,,1,0,1,1,0,1,0,0,0,0,0.002777
2000,7C9862B7,,9,0,9,9,0,9,0,0,0,0,0.093831
2001,7F63D0E2,,2,1,3,2,1,3,1,1,1,4,0.008051
2002,75680B46,,0,4,4,0,4,4,7,0.274074,0.319949,0,0
2003,7D8A9350,,5,3,8,5,3,8,2,0.714286,0.8,12.333333,0.013885
2004,7DC5EA94,,0,1,1,0,1,1,1,1,1,0,0
2005,7B53D204,,3,2,5,3,2,5,6,0.251613,0.297436,109,0.008331
2006,755A0CBE,,0,1,1,0,1,1,2,0.666667,0.75,0,0
2007,78156D47,,1,2,3,1,2,3,2,0.75,0.833333,2,0.002777
2008,7F5B9101,,0,3,3,0,3,3,3,0.459459,0.529412,0,0
2009,5D0958F2,,0,1,1,0,1,1,1,1,1,0,0
2010,7D7B5490,,0,1,1,0,1,1,7,0.238281,0.261027,0,0
2011,776DCD04,,0,5,5,0,5,5,5,0.344828,0.4225,0,0
2012,7BC213F9,,0,7,7,0,7,7,8,0.201149,0.253665,0,0
2013,7D45856C,,0,1,1,0,1,1,2,0.571429,0.625,0,0
2014,5C4EB8AB,,1,0,1,1,0,1,0,0,0,0,0.002777
2015,7826906A,,2,0,2,2,0,2,0,0,0,0,0.005554
2016,0647561D,,2,0,2,2,0,2,0,0,0,0,0.0303
2017,80EEBDA3,,0,3,3,0,3,3,4,0.454545,0.583333,0,0
2018,7EFE3A02,,0,1,1,0,1,1,1,1,1,0,0
2019,5C3C4377,,1,0,1,1,0,1,0,0,0,0,0.004025
2020,06DD7382,,0,13,13,0,13,13,7,0.307487,0.396315,0,0
2021,81249171,,0,2,2,0,2,2,5,0.304348,0.351905,0,0
2022,799E76C5,,1,2,3,1,2,3,3,0.538462,0.619048,0,0.002777
2023,7DA86D58,,37,4,41,37,4,41,4,0.470588,0.666667,252.809524,0.257938
2024,80C2E2FD,,0,2,2,0,2,2,5,0.357143,0.419333,0,0
2025,78C3C9C2,,11,3,14,11,3,14,2,0.714286,0.8,40.25,0.038314
2026,0C1FFC8E,,1,0,1,1,0,1,0,0,0,0,0.002777
2027,78F9C498,,5,1,6,5,1,6,1,1,1,8.5,0.020126
2028,5903FEED,,1,3,4,1,3,4,4,0.451613,0.547619,6.5,0.002777
2029,5B171C1B,,1,1,2,1,1,2,4,0.376623,0.408046,15.75,0.002777
2030,81B0996B,,0,1,1,0,1,1,3,0.441176,0.477778,0,0
2031,808B16FB,,5,2,7,5,2,7,1,1,1,5.833333,0.01763
2032,5E81FF6A,,1,1,2,1,1,2,1,1,1,1,0.004025
2033,7FA9DE80,,1,2,3,1,2,3,2,0.666667,0.75,2,0.002777
2034,622E92BE,,1,0,1,1,0,1,0,0,0,0,0.002777
2035,7F493BCF,,0,1,1,0,1,1,1,1,1,0,0
2036,7C1A282A,,0,10,10,0,10,10,6,0.351351,0.467949,0,0
2037,7E35D569,,0,2,2,0,2,2,4,0.395833,0.434211,0,0
2038,78F4BD20,,0,1,1,0,1,1,1,1,1,0,0
2039,7F13FDAA,,0,3,3,0,3,3,7,0.240631,0.270375,0,0
2040,7E3C2CE9,,10,1,11,10,1,11,1,1,1,10.5,0.077164
2041,5F6996EC,,1,0,1,1,0,1,0,0,0,0,0.002777
2042,7D689947,,1,2,3,1,2,3,2,0.75,0.833333,1,0.002777
2043,08D7D19A,,0,2,2,0,2,2,9,0.180272,0.229867,0,0
2044,5BC5FE45,,1,0,1,1,0,1,0,0,0,0,0.005266
2045,5EA64120,,0,1,1,0,1,1,1,1,1,0,0
2046,81135BBC,,0,4,4,0,4,4,2,0.666667,0.75,0,0
2047,806AFFBB,,2,0,2,2,0,2,0,0,0,0,0.005554
2048,7F2714AC,,0,3,3,0,3,3,2,0.666667,0.75,0,0
2049,106EA9A0,,16,0,16,16,0,16,0,0,0,0,0.092036
2050,764B83A3,,1,0,1,1,0,1,0,0,0,0,0.004025
2051,0EE4F542,,1,0,1,1,0,1,0,0,0,0,0.002777
2052,7B01FE73,,1,0,1,1,0,1,0,0,0,0,0.002777
2053,7EB978B0,,0,1,1,0,1,1,6,0.306701,0.345518,0,0
2054,7520449C,,1,0,1,1,0,1,0,0,0,0,0.00777
2055,17C357D6,,0,1,1,0,1,1,7,0.245902,0.268016,0,0
2056,7E664CD5,,3,0,3,3,0,3,0,0,0,0,0.176216
2057,8025C2F2,,2,0,2,2,0,2,0,0,0,0,0.018882
2058,7E417173,,0,1,1,0,1,1,2,0.571429,0.625,0,0
2059,7F86EE0A,,18,14,32,18,14,32,4,0.54386,0.682796,4982.172421,0.410044
2060,06239E36,,6,3,9,6,3,9,1,1,1,11.25,0.028729
2061,76FD439B,,2,0,2,2,0,2,0,0,0,0,0.008051
2062,7D6DC695,,6,4,10,6,4,10,3,0.454545,0.555556,139.933333,0.035856
2063,0A0191B3,,0,1,1,0,1,1,1,1,1,0,0
2064,5B861735,,0,2,2,0,2,2,5,0.340426,0.420833,0,0
2065,7E79414A,,0,1,1,0,1,1,1,1,1,0,0
2066,7D141C69,,1,4,5,1,4,5,8,0.227488,0.307912,48,0.002777
2067,814F9EFD,,1,3,4,1,3,4,8,0.218919,0.263301,16.733333,0.002777
2068,7BFAECD0,,1,1,2,1,1,2,1,1,1,0,0.002777
2069,7D61020D,,5,0,5,5,0,5,0,0,0,0,0.022611
2070,82271059,,0,1,1,0,1,1,1,1,1,0,0
2071,5B93807D,,0,1,1,0,1,1,4,0.333333,0.416667,0,0
2072,7CD00CA2,,0,1,1,0,1,1,1,1,1,0,0
2073,75528805,,1,0,1,1,0,1,0,0,0,0,0.002777
2074,7F58D014,,0,1,1,0,1,1,1,1,1,0,0
2075,81374949,,0,1,1,0,1,1,3,0.416667,0.5,0,0
2076,801DDB5F,,0,4,4,0,4,4,3,0.6,0.703704,0,0
2077,7F402D60,,3,2,5,3,2,5,2,0.666667,0.75,6,0.008331
2078,7FEFFE3D,,0,1,1,0,1,1,1,1,1,0,0
2079,7B0609EF,,0,1,1,0,1,1,1,1,1,0,0
2080,7422C7EC,,1,4,5,1,4,5,3,0.518519,0.607143,40.416667,0.009337
2081,0AA1CE6A,,4,0,4,4,0,4,0,0,0,0,0.123901
2082,7BC1F116,,0,4,4,0,4,4,3,0.583333,0.738095,0,0
2083,816E5E88,,1,0,1,1,0,1,0,0,0,0,0.002777
2084,7564AD8C,,3,2,5,3,2,5,1,1,1,66,0.038512
2085,7FDF1CC0,,0,2,2,0,2,2,2,0.625,0.7,0,0
2086,585ED934,,0,2,2,0,2,2,10,0.163399,0.214849,0,0
2087,7FBDE1DC,,0,1,1,0,1,1,1,1,1,0,0
2088,80EEE3FD,,0,2,2,0,2,2,1,1,1,0,0
2089,756DFFAC,,0,1,1,0,1,1,4,0.419355,0.474359,0,0
2090,7D9076CD,,3,1,4,3,1,4,5,0.322581,0.398333,21,0.009579
2091,7FBECACC,,0,2,2,0,2,2,4,0.433333,0.512821,0,0
2092,7D60FEBA,,1,2,3,1,2,3,3,0.5,0.541667,32,0.004025
2093,7AD4F8E1,,0,5,5,0,5,5,7,0.236842,0.276946,0,0
2094,7823847F,,0,2,2,0,2,2,4,0.407407,0.5,0,0
2095,7F7B3017,,0,3,3,0,3,3,2,0.8,0.875,0,0
2096,79AB807B,,8,2,10,8,2,10,2,0.75,0.833333,94.833333,0.07413
2097,6BE3DBCE,,2,0,2,2,0,2,0,0,0,0,0.010547
2098,794F48AA,,0,3,3,0,3,3,6,0.255814,0.368182,0,0
2099,800EF041,,0,2,2,0,2,2,3,0.5,0.541667,0,0
