7FAB472E	7A257281 76F8E2F7 7E82D131 77271972
80C13937	7F577FAF 58843E53 807D6279 7F688025 58F17CC8 7815FF6B 7DA307E4 7E3934F0 7B21AD8A 7AEB50AC 7FF5D890 7CF3C3A9 7E34D115 802CCD08 817A40CF
7FB487A2	7FB3CE0C 80D2E8C9 7DEACCB6 74B1858A 7F0FEA45 031B11D2 814D682D 75AB6DF7 5F929D20
7BF71B95	7629EFED 7FE483FD 7F8D36B6 7E0FE81B 75DA71D7 7A163B7C 7EAA2B5D 7FDAB371 5ACA8F59 7DF5E73E 76950499 802CDBFE 062B0CE1 7F18FD06 7DCAB7BE 77A6EBB3 7CCF7BCC 80F0F48E 756C3CD8 7FD397D6 76B1D477 7D8C4619 80110F69 77785233 7814AEC9 77617C64 7ECAAAEB 7518872F 77543575 7D7B1C9B 768A3CF2 776DFA61 752FE420 7D38DFC1 7B525006 7938658A 7C792139 7DEC4FEC 7820792E 7EA2ADD1 76A31850 7947254E 787CB0EA 77F697EC 7813A7E2 779E64C4 7D4C04AA 7A582776
7DB16423	7CC16395
7B45DEEA	80EB9282 5AE7C627 5E924BBF 797A1956 59F427B7 7F6E1044 5D39BA09 7B44F6C2 75C530C6 58B7AFA4 592913BB 04952FBD 0011A41E 7E951823 597D8C3C 78878051 815AE513 77F7F997 5998C3FC 7AEBEDC1 0B7A1A58 7E767E61 15B457C5 6A63EDBE
77772234	7EB3CA69 6A4038BD 75234EE1 755F18AA 75C62D76 7B830A18 808CAC38 7791A785 78D5638D 7F98484B 7FC3D838 79CC3D6F 7CD078AD 81339340 7FA2C1B2 772A12AB 7CB658B5 7EA2ADD1 75C811BE 80377098 78A423C2 8050B406 80B315C2 5F28E30B 7A9752F1 7C000687 75B6556F 78C0B2EF 80BFC740 7DACC2B3 05860DD3 81347813 7DFFD720 8018983D 781C09ED 7EF65A45 74978A80 7715B009 7E588483 7E8D10A8 756E3380 77A47901 80ECE3B9 7E1CF216 809470A4 76E4CBDB 750F47E0 7D963992 7EDE4260 80691275 593D868F 69B3EB41 7538AAE1 79DED70D 7E322A8B 7E8AFFDF 007292EF 679C8B6C 7DAA1BBA 7F524D2A 7B070A96 7F06B8A5 7F511F3D 7B0E7259 76C085D4 79709187 7C36C72D 7D721715 7C616F9C 75145972 7AB494F7 77C19857 78126BD8 78EC82F1 7A88E90C 0576F461 779C18A0 7D333CE2 7DB697B9 80EE7B28 7FA21D3C 802FF05A 7BE1475E
5D051F24	5CFBEC12 7DA19160 7CA89D80 7D6454F9 721CA47F 7F9272E8 8117C015 7FB2AF6B 714ACE95 7ABC79DC 7DA2F416 804B79AB 794B8FDA 7E6B255C 640E0A1D 06BF0F08
80009258	69386FF9 06BC71FD 59E4D84C 71AA5881 804C2761 81227BAD
7A5BD0E9	7D5E53C2
7EE17032	7D863220 79D2959D 8067E00F 810FBB69 7D884D4B 77FC3F81 78F33156 5EAB79E5 7CA002A7 61170345 762F32AC 800ED194 7EF5865C
7D635923	75C86BB2 7D3D072D 7F321C50 7FC2235A 771816D2 157F40D8
7CFB600D	7A655C10 09752AA2 7A60A89A 0A929411 06EDB2E7 58B36C5C 7DBF2E6A 5B3504AD 62C09BFF 80554966
816C4305	8089B0FF 80FBEEAF 82320A7B 7DF8FC4B 6CAD7864 81406E30 7FDE34EF 7D0D0306 7FF863D5
78CD8893	815C54E9 8027B02C 6FF704EE 7E27BAAC 7EA17503 7F8F9F54 7720F56B 8045D905 000B6EB6 7712722E 80B5AD58 798E4075 7841602C 7F9A72E1 769F5C21 80C7563E 8097BFF9 5D3A1CBF 80D52ED0 7C3A72D0 7CEF2FB8 7DEB8DFA 7ED6915E 7BFD4288 805E4C7C 7A32E4BD 78081613
7F530015	5D252FEA 78A6EE64 5FC90D7B 805395BE 58B73CEC 80AAFA22 06891AC5 7E7ABE10
7D3F8FCE	7A9B1FDC 79A19E88
7E7CD9AE	7E8307B9 7D572CD9 75187AD5 7ABDD0C5 21C1162D
7DB9CD28	7ECA4E1F 116FD6CE 7D37CC2E 7DC2B3D6 802FD31F 7172CDEA 7D848BA3
7E386725	81D15E0A 7417AD3F 76F5EE85 802245A9 815A7548
7FC8AA31	802CBC64 7E96AFC3 7ED46F57 7AFF36ED 5D4E0BCB 767D0C0E 7F7C25FB 7E5B2126 01BAD377 7AE26BE4
7FC58259	02362507 7E62CED5 59B3DA3E 0B74480B 05400595 80867FDE 5E1EFDF5 0AF0C7E5
7D3C5F65	7726AE33 7DC2CE79
07A294F9	5C0ADD1E 75EC089A 5CCFF8E3 7CB8C2A7 092A27A4 0A79BEFA
7F83C22B	7C6A2B0E 810EBD4B 7D4C5F28
815AF75E	761F07F7 7DB81225 7B0A7723 80754C28 8021B6DC 58B4F0CE 77040378 5A024310 7A52154D 5F569EAF 7CFDBD5D 7F6EA1D6 7FFD2FCA 387D11B1 782B3EBB 81528611 77595433 80DCB539 7D8F77EE 7FF6A790 6CAD38C6 593C0859 7E945007 7F766C0C 5C183A44 80CD8F11 816BD015 7F159C0B 1016DF1A 8002C83B 7F40246C 789BDF6C 0ACF7FAD 8000E68C 76813A76 75D3A9BC 7D1AF44C 80B2267F 80D6EEDB 7E3934F0 80BE515F 7DF7265E 7C11FDC1 7D6AF0D9 7FFB2A32
7E79AC27	70128864 7DCAC7DD 7D78F771 77BE3915 76F6FA91 803603E2 7FA16268 80984FC0 7E32C93E 7F5CAEE7 7A3AC622 7F9DA50B 79867488 7F1166EE 807C0C4F 80D436F1 6755262F 7E867100 7E23E9C8 7CE8C3C2 103FC983 5BF717C8 7CFD2467 80F5CBE8 5C59CC04 7EFAB57F 65B0E5D6
7FA33107	7E9465A3 800A3B52 800F55AE 7E89F8DC 7E414E27 7E870961 7EE9B230 7F743ED7 7F4295DA 8118B836 807EDF5B 01A107D6
05B5C3F9	81433095 79E97724 7D86505B 7AAE346D 7B79FADA 767F50DF 7DB437D4 79B1A210
7CF41DAC	8170810F 77558FBA 0BA34838 5DC9ED7E 7F927BFF 75AE07AC 7D40AD43 80DFF767 05194C7A 7D01EFCA 759056E6 78E60D53 077F3313 77749FD5 7E503AB9 586472B0
8077DB77	8088C627 7C7DFF2D 7EC53ACE 0500845D 07CA6720 065C77D3 5E52CCDB 03D371CD
7FCE94C7	7BD858B0 7F07EE4C 7D1B0774 7E3934F0 76EFED63
7F3AC69C	81194AFE 7A779843 77403AD9 758ABE34 7AB7095F 7F2AAF19
762F6AD2	7DDCC7E6 5ECA576B 7CC25B05 7FF2A4F7 7D0A7437 7D2B2011 79BBDCE9 7F321C50 7EA4EAD4 7571A2D2 81662373
8242094F	7728B2A7 75903D07 7D4C04AA 75234EE1 79BF54E3 76179C06 7E9F1900
7D7A3E78	09CB5723 771D61AA
8092B59B	827E88F2 71845198 7F701E65 776892D6 7F954651 7EF9E334 7F7BFA00 7F381B24 5F02FE51 754F3E01 810D292F 7D57A346
80A5A79D	7A03B965 79B80EAF 7AE47037 7F511F3D 7BEACB8C 7BA86768 769D0A26 759179D4 7B83FF45 7AFB5191 7DD5086F 7E216271 7870004B 7FB67D06 7C0019B3 7EB3DFAA
7DBF4FE6	5EF18557 79424A4A 7EB800D6 793CFE5D 7F68D235 7BFC81FE 80007B10 80950EDC 774FBB0E 7F46BBB8 76BE0462 6050FD93 0188C036 5CEAE667 79202BBB 4867110C 6C6A07B7 81589BC0 7B81268C 5B73B492 7CF5216D 7F48B0C9 78242D01 7B1FF21B 7E35B7C3 7B990989 7F311615 5E578D74 5AEEFF93 5EA76F62 7CB71135
790D290F	75684E64 7C4950F0 8297C565 794F8151 7E986E82 7CCAB497 104A246D 7254349D 7490A436 83BF0493 75611B43 7F0BAA68 8452C941 4865D058 7741D001 7E9363A9 7782339C 21FCDB52 7C6741DA 8171828A 6255D8AF 761C5309 090B1716 798B7011 79BB2D96 76EFE767 7AAE1D8A 787EECAF 79B3E833 7B7A2B96 01EFB49E 4B5F55CD 62EB40EA 75E86B6F 750B9D13 815AA1B3 37AC8A81 7AAA46DE 7BA43FE3 835FAABB 77EE94CB 7B6AD413 790B2C68 71BFB363 7B3D65A9 80D2BEB0 5B7D2703 7AD059D6 78199B59 75892628 7C6083AA 5F09B913 7A610DFC
80A86361	80BA3963 7D6AF0D9 815F10BF 061054BB
7DC78C86	79D45E15 808BD586 5D12BD74 7ED8A698 5D3E92C6
7F6A1E7B	78215790 583CC201 08A540A9
80AC878D	70E2A74F 70E6D8E0 7B25A03F 78289833
81540226	75BEDF6C 7F762D89 7E9341E7
7F2078AB	59393F07 5A4810FA 7D9DF2F8 7DA33259
7D8E5BED	07EBC3BF 773A95C9 77308D04 7AAC2487
808237B2	80A86F35 7EEE7000 7F7246F0 7F821522 7F1266B7 803B9D33 815BFB5B 78120728 7D71446E 8122A60E 7F7C3773 822CACA5 77A13B3D 5C7F72BC 7DFE3191 8275B89D
7B150C72	7E568639 7CA89D80
7FF2F865	7FC0F0A7 7BB22B54 765E2C4A 7820792E 0888A62E 7CEF3BCA 032D7C3A 80E77010 58B9F1CD 120367A7
80FF75D3	7ECD6913 7E08ADD7 78A352EC 7DB35FA1 7DEF9B7D
80EC4E14	5C8C6890 5F6B3A0E 694D9935 751F215E 0AB2F4B1 78C2D36A 5ADBFB8B 7EC10FB3 7F0F4DB5 0BE8F29C 82EC8D2B 7D008A8D 81A0B76D 7C00D634 7EB8EFB0 7EE05462 7DAFB199
7BE96B7E	7D368F01 59FF4160 7E3AE671 76720D5A 7BA7026C 80361BD8 78CA6F2A 8073FC9C 78AFB65F 7AD3A71C 7B6A38C9 7DE5025C 7FEAC1A8 7AE65BCA 7E7816FD 80251A0C 7E807875 79BB209D 7A14CF10 7CCA6989 801E59BB 755D4252 79857057 8140D049 7534A57B 815F8A5C 75675C7D 773B7E81 75727F4A 7C816E84 785B0F56 7C7EAF02 760FC1A9 79F0D786 77A8241A 7F189C4B 7D2120F9 7C0D38DF 765FAFED 7807E8F6 7A944879 7EED409D
805FAD9F	7DB67AF6 85C9DE94 07CD81C0 00413B1E
016E816C	7AC318F9 7DB8AA3E 78201B3D 85BDF42E 75529E21 7FA0D615 7D8AEF45 76AA3B98 79A448C5 79C4ABF4
8131A110	7D0BD601 5E8DB768 77595433 0214DFBA 613B0E36 80343F37 7DC7B2A1 7EB23F47 0A203299 6B207418 7FB6EAC5 70128864 0285B883 0B20EFAE 7A39A1E5 7E7F4EC4 6015374C 06276482 772390A1 7D55CFCD 7DDE9D92 7D846BC6 0303BEEF 8134DB26
7EC42A83	7D43E7E5 81E8FAB3 58B4F0CE 7AF90DDC 77CCEAFB 80748789 25D77BD5 81126F83 7F3B729F 7FFB1E9F 7709E084
80ADEA86	802AC4EF 048AA115 8067E00F 7DEE951B 7FD401F9 715CDF65 7F08D467 5D491C26 7810053E 7A3B1AA5 7E496826 7F41F826 7E55D95F 8075DE99 7CA89D80 7D3A52A1 09D28F6A 1586B4B5 7E94D9E6 7EB3F34A 7F5D7D22 052593A2 0B6E7E46 04742392
80E439B5	6CF526E3 031E7496 7FC99C26 77A29A25 7611AE60 6137BA27 0282DF94 7BE9BAF4 5CFBEC12 79EA87E3
812A500E	7D0474CC 75802672 5B89AD88 7F612DD6 7917F8A7 7CEF3517
814BF170	7DF82BDD 7EFBD333 7C0D6B64
76EFEF55	7E6F5BEC 7EB10373 05AFF067 019FE559 75765512
7E49EE3F	6DF75D4D 7458B965 760587ED 80F0653B 845C839D 7F24B45C 7CFC646F 750B4AD2 7D0C9D39 79D63C59 746F65FC 59E4C837 7A5B418F 4B368601 5DB1C3C2 800C6110 7F3C5090 76D4F11F 0BE24C64 7E0E4224 7B87BEC3 80603B58 7183B6F3
5CC2BB85	7EE0AE0C 797332C4
7EE694DE	7401C53F 5CFBEC12 7DFB33EB 7F7E1465 59484375 7FDC5BE5 74CF67A0 7D46C1A5 7DAC494A
5930D021	583F4F79 7687933D 812444C9 5CB2467B 7A01B603 599468CA 76F4C3D3 0250C8D2 0681F8CE 012A837A 67C9A92F 7FF3DD31 80D61435
75C12810	7EE3B4EC 7683FC26 8108DB46 6249126E 5F2EF445 7A11DFFB 0A9E0C01 5CB551F8 5F982619
80C968C4	7D506E27 7D1FDFC7 7AB60FD9 7D564E4F 815FEE2E 7CB3F92F 7E3934F0 768D0011 80DA361D 7E7DC4DB 80258301 7C5A34A2 7EE89615
59DC7629	7E77990F 7F8C8A75 79FF8F8C 7DFE3680 7E076BC7 731D7DB5 7DC58779 7E6EFD19 8021B6DC 09FB2E2B 7CCF836B 7F3C1025 8153D91C 7FA905F2 7E009EE1 58F17CC8 58FE2964 79668D44 2D713EB0 5DC187FA 80A599EB 8030C073 7F2ADCB3 7D263328
7B38500C	7520556E 80608D83 5C0C9737 7C4ABB97 632E37AC 7EE37E4E 7D667F82 7C662A9B 78144BDD 7DB54B72 81589356 5EFB630B 7FE9945A 800119F4
8080E9AE	7CE1370C 7D2B81B1 8177E87A 79A73817
7FBDC45B	7D28843D 7D1AFA5A 8140D8A0 76EEFEDB
7CB039CF	77E70AB5 5880B66D 759EBD2C 781BABC4 7D8706D2 7E3A1004 81037CC6 77FAE41D 6D8022B4 546AAADB 7D0262BA 7D1BF617 7F643CB8 7E80AA7E 7F54EA0F 7EAA89CB 7A9FAE12 79AD268E 764B9265 7F70B2F0 7E7C4DAA 750EF082
06D86F59	0A567347 05E47030 09382FC8 05A558F8
7F072B9A	08A014DF 8017F536 7FEE4FA3 776D75AC 7E2788C9 7D33EE99 02CBED26
7EDDD348	80789155 750D2D21 7F6E34F7
8017BA33	813A8E4B 6E76F5FA 7D30D2C1 7FA53113 7E1CBD7A 7DAFB9C8 6394642E
80587ED0	7D44042C 7FE1B32C 60D14738 77697266 5FBC0D90 79C7522E 7CC2EB7C 7F776F9A 7E8CB1A7
76F7C6C4	78966598 78F4F7C3 7B0B9068 75E642DB 7955B96C 79F13F2B 7B7738D7 02DC2487 7C5613D3 81675364 7A19E57E 7C2325B4 012F5BFB 5EC632CB 7A025F4A 7F0E5866 808A028F 752BFC74 78998063 75FB00ED 7B3B645F 7C915314 79FB63F3 80ABF31F 7755CA16 799FE7A9 5A6F66BF 7F3DCD4A 8107D31A 798D4F5F 75729A08 7C678536 7D60B005 78C626A0 7B2D60D1 00D9DC55 80F27696 65BCF226 791570FF 7CE62E93 24C65719 79D312A8 7B962EF0 7F67C58C 7B650149 7FAA24C9 7A730C6D 794A7E80 7FB56B69 752FC93C 26EDE0B0 761709D7 77F24A5C 7C98F6D6 801BBEE4 7D30178C 7D03D650 7E90D02C 5F929A7F 7F9ACB94 7EC2A4D7 7DCAA462 76112650 76221CA4 7E95D025 0FB105CA 75C7EA44 7BF7E921 5ED835BC
7D7264A5	7FDF6E39 7B8B792D
7D2539D4	7AF6B880 7FE9BB49
8000C9FD	79C99536 5C8800DE 7D85364D 5A368FCD 592C8DF3 5BD9AFC8 5EADFC03 7D1A00D3 7E4FFD1C 0A93EB8F 5FD1DA6D 80B0F31B 5D48802C 6C37C527 6CAE6763 811480BA 8071F15B 751F7CAD 5C6F33B8 8004FAD5 0872B856 86218DB2 5EA40707
7AE16829	75C62D76 7D05C09E 80691275 76CC6499 7D92C905 7D6A6F6E 80336031 76A02B9E 77D9AEDA 7C3DF60D 75B0E869 7A25E3BC 0BAABE6D 7B62D9CC 7F65BF49 7D291192 7D333CE2 7E371A36 7847E316 7BDA0BC4 7DA42EF2 7DC92169 793C9049 796BCF1E 7926A21D 772B7A78 7ABD5D58 80377098 7FE121B9 7ADC5F01 7D5E581E 781C09ED 79B0C367 7E0BD297 759DFEC0 7AB685E6 7F217068 78AAA132 7EA2ADD1 7B162A07 8084EBFF 7EF6F406 76A8F29F 7F98484B 7BA94E08 7C4B9E15 5B41C0DF 7E5D6BE0 810D1DCF 7E4F60DC 77F9A7C8 7EF65A45 75234EE1 81339340 7960E376 7F18FD06 7E3685BB 7A89A049 80B6A298 7627CC6E 7BE39DFB 7A1A912E 7AC8D63F 7C205287 7F3180D0 7FB4A950 80FF7605
7E723C30	81F0B1A9 7BC9BBDC 7128511E 7B5C1157 7DA3DE78 7F906562 7D39C7AA 80C4B064 0F4A3E20 7FF2AC19 6DB4CAAD 044BF238 6B1C8C17 810CEE2D 7D8F77EE 001895DC 758E79E0 5AFB414F 5C2D01D1
7E69346E	7F46CEF6 7E1A53AA 6967312A 7AFF255D 7D689934 7E2D3C8C 698CA760 7D373DBB 81753D3D 7E0F8C42 5DF25FAF 7C395D05 07061FAA 7D15446A 7F8AAD9E 77D70AAD 800018EA 7563AB58 781C996C 812E7BE7 80096785 7F784C4F 0F01D727 7EF2E6DB 5D42D341 785969D6 09312C6B
7EC52816	8017F536 7E55FDC7 7E2E43A5 816169B6 833AAC44 7F22C203 7F484E91 81724075
7E2C5B68	5A7C89C0
8133F4BC	7EE37E4E 7FD01F89 7F2F9558 7EA6DC54 023C9C77 7E54AEFD 75B99BFF 7C4D8EFE 7E6DD805 78F0DF0F 7D87DACB
80A04CFE	0E39BF68 5B41E98C 5D5CA711 7D4E0A44 7EE0AE0C 784BB7B4 7D91E863 58517709 801F4D80 755BA24D 803D0D0B 80FC2EDF
805779C1	050C7694 7E67C203 762F32AC 7EFF4191 81153FFF
7ED7AE44	80593CD5 6A2517F6 80159AF1 5E164A6E 7BC688B4 7FBA792E 7907240B 0684B810 7972AC62 806AA833 7D9701E9 7FBF2CD0 027C7E63 807E5BD1 0BFD18D2 7F64E986 7F80304B 00E5E558 0A2DBBD2 6F43A275 800A3B52 7F20D2D9 81212F3C 5A9A1417 7F2F9558 5F2411F4 091D3750 79D2959D 7F64D14B 0A2D2CE8 5D2063A8 5D69D398 09F1D8FA 7E99891B
7E2C02C3	810A1A7B 761FCECA 023C9C77 8019D2B6 5CBAEED8 7DAFA036 0B75C2B8 07021ECC 5C1086F3 070CB684 7172E563 812DEC72
7C067038	79A2CFE6 5B25005F 7D217A14 700FE2D5 0B6E7E46 5C901D0A 65D78E6C 79E57DCB 755CA20F 802168E7 7A0D8591 811EB808 7F52CE29 76DC3FF7 5EFF5D41
5BE410C4	5C0DCAD8 8107AE4B 7E39551D 0B907897 5D0583F5 7F0B7209 59C2B472 030E323A 812CF18E
813D6874	0B97C8E5 64135DD6 7A015ABE
5A6CBFF1	7E8E476E 0286A091
7DB6731B	5E1B6FB2 02E10CB6 583F4F79 7E96BA38 7DC1405A 7C0857F5 80A7D88E
7BD3F8CE	58FFDE3F
81749DE5	7A3B1AA5 76C2A682 7CF59E19 7E8307B9 77FC3F81 7CAD5B5B 59715C00 7AE98545 76899D90 76F03361 8118B836 0819C332 7D7C9437 80163A76 7AE8E1E0 7E42AEBE 801EDB87 7A96CC54 7D184061 7BDACCBD 7589E50E 7BA9CA60 7DB83997 7CA784A1 78FA10A4 800A3B52 8132D439 759E196D 78A63475 7E37BB72 806364E6 7CA002A7 7E64E528 7F612DD6 805E778B 805B34BC 6DF49A87 5B9C9F0A 7A7EA75D 7E42B4CA 7F52C624 7D4F4478 7FC0A5B4 71C40CE5
7E0778D4	7CC1F3C5 7D87252D 7E5009A5 806D9019 802FE6CD 7F6F9AD7
7F4295DA	7E744E50 5CFBEC12 7DF377DB
761937FC	7F612DD6 76B9623D
7C04E643	0B6E7E46 7D5367E8 78666965 760EE369 7D149A0E
7D903DD2	7CF35776 774FF626 7F89F70C 77462EFE 79323092 804BE2A6 8012EA99
7F419DA1	75C62D76 7D96E826 04B5EC4D 58A227E5 76A02B9E 7820792E 5F2B6121 75D82E39 796BCF1E 7B653457 7F4FDA65 812EE235 76DFEEBC 798E88B7 8068F05F 783D7919 593D868F 798DEBE6 753205B3 7B3A41CC 75ABCDC2 811D8D40 77C9E560 7CEBC845 7485BE47 75A2F209 7D6CC077 7B7BD973 792600FE 76421E4E 7ADC5F01 78F6BA5A 76CC6499 781C09ED 781F5FA7 7EDA082C 7F524D2A 81367B4B 78794FE1 7D3DA9A7 7F4AD734
7BB0A5EE	5B513859 75FB9E9C 7EB7753C
7D5F32B2	80CEC326 8222AF31 7DD2E882 82232010 76930C87
806E7B18	77D753B7 7C5D5B44 77E80F2B 7E00FE44 80655096 76BFD642 78638865 6C6EC6A9 7C0280F1 7D76E31F 814358BF
7EDA0FE0	80AECF8A
5F95D648	08D661F8 7CA25B13 7E3FF3A1 77A005E8
7FAF1A36	7DE7ECB9 59AC1168 6FE31BEE 7921121F 7DC85861 8087A461 80E84822 5B1448C1 7EC66136 81240B97 7699B4C5 7DAD0552 7D54A6FA 219E6BA6 7DA4882B 816EE28E 5F808E3B 7F2140D5 80EBB4DB 7D6AFD2C 7DAE00D4 07A8417D 7EE1E135 59C80721 7BD8C65F 7FD1BB68 5BF14026 8102E636 5DEE09B8 7DD156BE 7D7B5393 81E8FAB3 0BD2816B
800F1B4E	585E44AE 5A5197A2 80B41201 7D945D1F 806921E4 7F40246C
8371293D	800519FD 7B2D3A47 73D0F190 800A3B52 7B61551E 76C2C3DB 7D85452C 060A27D8 5F474EA4 7B7474CA 7EF7F0CF 5A70E5FC 13AFF65F 7E80A096 8143E1F2 7E3382E3 7B639EC0 7F229449 8166D4E5 79D3920B 7EE0AE0C 801F4D80 7E183390 08C2AD3C 7E7ABE10 7FDB3712 809645DE 6C5004F3 7FE4AA2A 77A36DC6 7AC616D3 803D0D0B 7649160A 822DE2C0 7B8DB19C 7F612DD6 7AC53873 7FD36879 85BA9353 80F6A802
7DE4496B	7A3053BE
7DFF278D	5BB81A6B 79503061 7C395D05
7832C8BE	793AE7CA 79790CCC 800D5161
7A4E4DCA	07CF7FBE 01455EE6 5A00E1E3 04F3A759 01E81190
7D428FAC	791FAA0E 813ADEDA 7E4AA7E3 7F969BAD 8016EE35 78E600A4 0768AAFF 75797295 79D6CD99 7B16DFC8 7EF88B4F 5F09ECDE 7D28E742 7C85E924 7E35B51A 031D0654 8062DC73 784D18A3 7A0D4B42 7F3C5090 753F4DA2 58C97ABE 7B735612 7D28437B 8040FDDC 7BFC7045 6015374C 7D0294A1 7E58F32F 7FE48ECB 8001646D 7761AF90 7B004155 825332D3 7D4C5D83 051A7F8A 149706D6 8139A064 015F5872 0FFA369E 75E1FEA6 77A005E8 808889DC 7D027B98 7DCF9CC6 7F1D3C64 807E3373 7E037E27 0C51E927 79563DB3 7B9C7D06 7E88ED91 5AA7835C 7DC64542 0025381A 78878051 7C1C4939 8055E42A 04392DE7 7D8FB27C 7E7496E4 00E22E2D 0382A53A 7E1C479A 7EFE7EAF 02F259B1 772390A1 7CF2C94F 5F7CC078 7CA9CE94 7DD08562 80337975 7F677F7E
803454F2	7D299524 004F1041 0637108A 7EE3BC7E
7EED697E	0F0C651A 7F6FE4AA 80D0D8BE 7534FE02 7B216E98 8106F02C 77A4D0F8 7FDA76F3 7913A21B 7E8CD0E3 79D85D56
803B9D33	79B3C142 7E1CB15B 7E414E27 7EE9B230 7F5BC0FD 7D5A6228 5D7670A6 7E6E9CBA 7D44D326 7DE29E60 77877DE5 7B768334 7FCF446F
75B5F137	7D62F078 60AD817A 755884D5 04742392
7F0B4127	5F1E43C4 075A6D60 7DC45EB0 053432E2 7578FBE5 5A36D9AA 7E05DB9A
5FB1F62C	8063F457 806ABCF6 7E1AEDC3 7E59E9AB 611B9D30 8077921A 5FCB5810 761B7610 5E136F8C 7E9B3893 0C609145 787337D8 7808EB2B 7F688818 5DF7CAB7 61F6E9A2 80D13AF7 0A83018B 811A05CC 7E8C7AC6
7F271FED	5D70BDD3 02E5BDFE 7F61666E 7692E2D8 7532D0AE 5C33B621 7F1DE774
7D53B4B2	0BF31262 7EA9C51B
5BF41617	5D2147B7
6E24ACF4	594837E2 7EEF2F66 7E29D003 240C3AA3 0001D7FC 7CC7EA6E 7B2B900F
8044628C	794D07F8 763C482E 585BB58C 075F8331 598840D2 7778F21B 7C94F792 8061AF9B 7DCA52B7
7F6703E7	7F31EB95 5C1F6F3F 7890F498 7BF5AF21 7D860345 761F07F7 7EE0AE0C
7BA5D6C4	7CAD83BD 7910C789 7AFC472B 75BE6579 7C3DF60D 7D333CE2 76A8864D 786C0277 7FE4FBA7 8123232A 7B14FE69 79AD3589 7508634B 758D1275 7902E139 75574EDA 773DBF83 8107C72C 7A5859E3 805551CC 75258538 7E939010 77A80711 77B184B7 80391A77 7E0FE81B 7FD3FF8B 78E19451 752AE384 7A983ACE 7C4A7D0C 7F07C0F0 7F71F10A 059A3A56 7CB658B5 7D7C1283 7DE98976 794D9021 81339340 782BAF9D 7D6E4F22 783D7919 7BC53033 7C95127A 7FCF2BEC 7D3D2078 7E67F82D 7F02435F 7F959681 8155972D 7B35F8C3 8063D182 7871017E 7DD1B4D7 7EBB6C17 7F378F3A 7730F4A2 793E447D 7FDD9BD8 7689E29B 77384C29 7D5E581E 80BDBAA8 5B8F3C51 756CC4FC 7AC20787 802BDAC8 593D868F 7B165DA8 769326B0 7A467214 801E87BC 78752BF5 7556AC2F 758BE65E 7A6A66A6 80D6A53C
5E35968E	7B03E6AF 7F762D89 01A107D6 80F6A378 5CFBEC12 802B7818
7D6FF67B	80A4AD64 76877BA4 7D8418D1
76CC0BBD	769CD48B 80C99371 76A99B9A 7AAFCCA2 7C41F2DA 77BE4E4F 7BD32A6B 783F0B0E 8107C72C 799FB7A0 23F4C0F4 7AE30770 80429482 753CD0C9 7F72CB68 72104A4B 7820792E 82C4C2F8 7FC66ACF 6E86EBBC 5A1F0CAE 78063C67 7B7F2CBD 801871D8 7575418E 7F584F26 75B2E8F4 76D7298D 75514940 769D07D8 778F4DEE 75BA4328 7FDAB371 0B852FD4 6F4A47FF 6FC68B92 80343BAE 78D5C9FD 77A6EBB3 03E13366 7D0AD903 7DD0BC81 7A923C35 779E64C4 7C98F6D6 0C7F1CB6 7BAAE41E 77D74EEF 7EB3128D 80DF66E8 224178C6 779582C6 78A79542 7C1E9331 7893F7A4 812BDC47 7B525006 7B9582B1 776DFA61 7ADD71C9 7BD981CE 810E2F18 098FD957 752EC9D7 78043E39 7ECB6920 7814AEC9 7F51A31A 7AAF5561 7BB1B58E 7E764129 7FE4C43E 7837193D 7F74931A 7EADA449 7F1076BC 81626E11 80843E55 7A092BC5 7A848495 78475C70 7C5C7CDC 8039BC1B 80BF9C44
7C14C0C0	7E997673 7EDCA223 7A191440 7DFF651B 7938F557 8084EBFF 5F1247FA 80A45C08 0658B8A7 7E38FCC4 76E18A5C 7ACC668E 7F18FD06 78C81A57 7DA42EF2
7DAEFB50	0443A6BB 75F542FC 80BB8A6B 78982B6A 5AA564DE 815ABEB5 5F34F260 7CD77631 7E86BF0A 76F532DE 7F982423 7748C2FE
7F55F07B	80D5905E 78AF4857
80F030B2	7A00E82F 5E27DACC 75C1448E 793C327F 7A99084F 7720E7DF 77194743 751898DD 76C1AE3C 19383B40 775E3DB6 78FCADAA 7FA0BE11 58FFDE3F 5D0DCB6C 7CA779F4 7DCA09B2 75B8A886 780DC856 5DEDA022 786F78FE 793A623B 77A7A2D4 797EC34B 754CD161 7AF1D68E 77C45A15 7B1806A2 5F3B77E4 7F1E9378 78B820F3 76014F17
80B8A742	7EA88607 758E9080 585021B4 79695553 7AB2F02A 7D4468F3 7FCDE986
7CF29C07	5DC187FA 7FFA2CD9 784312D6 0AA184E5 7B81268C 81411A47 8061D108 7E6FFCA7
77877DE5	7F1C2084 7C02631B 7B5FEB41 80A4AD64 76EF9C74 7EB23DD4 5FD2CD2B 8104B1E8 78263E7D 79C1A08D 80E3DBC9 0547F5E2 7F651E3A 8118B836
7D2C5EB4	7DB78A4E 7A70188D 0A935016 7D48818D
7FE63DCE	75EBB08A 7E9C5411 1376C755 81663ABD
